id,Geographic Area Name,Total Population,Female Total Population,Female Percentage,Male Percentage,Married percentage,50% below the poverty level,Poverty level percentage,High school graduate (includes equivalency) (18-24),Some college or associate's degree (18-24),Bachelor's degree or higher (18-24),High school graduate (includes equivalency) (>25),Some college or Associate's degree (>25),Bachelor's degree (>25),Graduate or professional degree (>25),High school graduate or higher (>25),Bachelor's degree or higher (>25),Total High school degree,Total Some college or associate's degree,Total Bachelor's degree,High school degree percentage,Some college or associate's degree percentage,Bachelor's degree percentage,Hispanic or Latino,Not Hispanic nor Latino,Hispanic or Latino population percentage,Not Hispanic nor Lation population percentage,White, Black or African American,American Indian and Alaska Native alone,Asian,Native Hawaiian and Other Pacific Islander alone, Some Other Race alone,
0500000US04019,"Pima County, Arizona",1038476,527601,50.81%,49.20%,44.8,74465,7.17%,38982,55114,10876,150259,62271,135389,99943,622956,235332,189241,117385,146265,18.22%,11.30%,14%,372788,670645,35.90%,64.10%,536868,36254,23670,29844,1937,4657,
0500000US04021,"Pinal County, Arizona",447559,215137,48.07%,51.93%,50.4,24356,5.44%,13879,11911,1736,94443,30704,43742,21333,271107,65075,108322,42615,45478,24.20%,9.52%,10%,121533,303731,27.15%,72.85%,240006,20712,17156,6290,1081,1658,
0500000US04023,"Santa Cruz County, Arizona",46594,24158,51.85%,48.15%,50.6,3344,7.18%,1383,1699,184,8158,2242,3891,2318,23100,6209,9541,3941,4075,20.48%,8.46%,9%,39632,8037,85.06%,14.94%,7119,114,78,271,13,150,
0500000US04025,"Yavapai County, Arizona",232396,118897,51.16%,48.84%,52.7,12260,5.28%,5053,7440,530,46987,17109,26947,20274,164901,47221,52040,24549,27477,22.39%,10.56%,12%,34390,201819,14.80%,85.20%,183296,1415,3319,2802,269,1071,
0500000US04027,"Yuma County, Arizona",211931,102694,48.46%,51.54%,52.4,16334,7.71%,7303,12010,934,35887,10372,13574,7225,100469,20799,43190,22382,14508,20.38%,10.56%,7%,130003,73878,61.34%,38.66%,61123,3484,1888,2321,215,622,
0500000US05001,"Arkansas County, Arkansas",17761,9263,52.15%,47.85%,49.7,1033,5.82%,551,555,56,5317,1173,1331,691,10629,2022,5868,1728,1387,33.04%,9.73%,8%,636,16513,3.58%,96.42%,11575,4138,34,94,9,35,
0500000US05003,"Ashley County, Arkansas",20000,10341,51.71%,48.30%,55.7,1226,6.13%,806,603,47,6606,886,1241,422,11586,1663,7412,1489,1288,37.06%,7.45%,6%,1114,17948,5.57%,94.43%,12685,4644,25,41,6,32,
0500000US05005,"Baxter County, Arkansas",41673,21432,51.43%,48.57%,58,1610,3.86%,957,878,65,11248,3262,3773,1916,28449,5689,12205,4140,3838,29.29%,9.93%,9%,1058,40569,2.54%,97.46%,38049,88,218,234,9,94,
0500000US05007,"Benton County, Arkansas",273510,137412,50.24%,49.76%,58.3,8814,3.22%,8411,8787,2392,51801,11233,41516,20519,160716,62035,60212,20020,43908,22.01%,7.32%,16%,50540,233793,18.48%,81.52%,191761,4523,3799,13602,2598,861,
0500000US05009,"Boone County, Arkansas",37525,19021,50.69%,49.31%,57,1994,5.31%,1057,995,102,9032,2422,2976,1705,23191,4681,10089,3417,3078,26.89%,9.11%,8%,973,36400,2.59%,97.41%,33753,96,265,233,27,82,
0500000US05011,"Bradley County, Arkansas",10805,5703,52.78%,47.22%,50,818,7.57%,241,199,31,3219,541,761,279,6268,1040,3460,740,792,32.02%,6.85%,7%,1575,8970,14.58%,85.42%,5708,2921,29,27,0,13,
0500000US05013,"Calhoun County, Arkansas",5160,2579,49.98%,50.02%,45.3,383,7.42%,164,179,43,1711,385,212,192,3168,404,1875,564,255,36.34%,10.93%,5%,127,4612,2.46%,97.54%,3499,913,3,5,9,4,
0500000US05015,"Carroll County, Arkansas",28062,14084,50.19%,49.81%,55.2,1683,6.00%,850,556,104,7140,1187,2785,1431,17142,4216,7990,1743,2889,28.47%,6.21%,10%,4306,23954,15.34%,84.66%,21175,88,253,564,432,94,
0500000US05017,"Chicot County, Arkansas",10433,5266,50.47%,49.53%,43.5,1504,14.42%,435,273,2,2757,364,741,326,5697,1067,3192,637,743,30.60%,6.11%,7%,581,9627,5.57%,94.43%,3887,5387,26,38,9,25,
0500000US05019,"Clark County, Arkansas",22341,11754,52.61%,47.39%,42.4,2002,8.96%,1079,3402,340,4243,871,2154,1127,11592,3281,5322,4273,2494,23.82%,19.13%,11%,1092,20354,4.89%,95.11%,14093,5068,76,150,16,87,
0500000US05021,"Clay County, Arkansas",14710,7472,50.80%,49.21%,52.3,1075,7.31%,477,337,37,4336,841,751,674,8740,1425,4813,1178,788,32.72%,8.01%,5%,327,14225,2.22%,97.78%,13574,40,44,14,5,20,
0500000US05023,"Cleburne County, Arkansas",25063,12547,50.06%,49.94%,57.5,1356,5.41%,882,368,42,7639,1429,1947,1188,16219,3135,8521,1797,1989,34.00%,7.17%,8%,632,24079,2.52%,97.48%,22748,56,112,96,11,50,
0500000US05025,"Cleveland County, Arkansas",8063,4238,52.56%,47.44%,52.4,576,7.14%,200,132,26,2650,395,648,265,5142,913,2850,527,674,35.35%,6.54%,8%,182,7368,2.26%,97.74%,6429,675,21,7,1,12,
0500000US05027,"Columbia County, Arkansas",23620,12268,51.94%,48.06%,44.8,2994,12.68%,1190,2492,185,6091,613,1894,1098,12678,2992,7281,3105,2079,30.83%,13.15%,9%,773,22028,3.27%,96.73%,13236,7834,71,163,0,71,
0500000US05029,"Conway County, Arkansas",20895,10595,50.71%,49.29%,51.6,1196,5.72%,609,673,115,6001,1414,1955,626,12614,2581,6610,2087,2070,31.63%,9.99%,10%,886,19829,4.24%,95.76%,16148,2190,136,89,8,22,
0500000US05031,"Craighead County, Arkansas",109081,55837,51.19%,48.81%,48.2,7790,7.14%,2816,6644,1459,23627,5952,11739,7279,62777,19018,26443,12596,13198,24.24%,11.55%,12%,6727,104504,6.17%,93.83%,79137,18331,270,1684,54,278,
0500000US05033,"Crawford County, Arkansas",63118,32012,50.72%,49.28%,58,4788,7.59%,2144,1869,186,14913,4077,5516,2252,36039,7768,17057,5946,5702,27.02%,9.42%,9%,4567,55566,7.24%,92.76%,47627,857,1366,939,27,126,
0500000US05035,"Crittenden County, Arkansas",48381,25364,52.43%,47.57%,40,4533,9.37%,1516,1892,156,10602,2365,3613,1775,25853,5388,12118,4257,3769,25.05%,8.80%,8%,1428,46735,2.95%,97.05%,18948,25804,115,322,17,89,
0500000US05037,"Cross County, Arkansas",16576,8592,51.83%,48.17%,51.8,1015,6.12%,505,399,36,4610,756,937,744,9317,1681,5115,1155,973,30.86%,6.97%,6%,352,16481,2.12%,97.88%,12067,3651,38,102,5,43,
0500000US05039,"Dallas County, Arkansas",7114,3659,51.43%,48.57%,46.4,443,6.23%,277,157,33,2281,382,456,95,4368,551,2558,539,489,35.96%,7.58%,7%,201,6281,2.83%,97.17%,3425,2582,14,7,0,25,
0500000US05041,"Desha County, Arkansas",11538,6231,54.00%,46.00%,46.5,1332,11.54%,374,300,37,3482,270,804,278,6185,1082,3856,570,841,33.42%,4.94%,7%,773,10622,6.70%,93.30%,4732,5385,36,61,0,16,
0500000US05043,"Drew County, Arkansas",18263,9377,51.34%,48.66%,45,1764,9.66%,604,1624,219,4299,682,1740,894,10087,2634,4903,2306,1959,26.85%,12.63%,11%,656,16694,3.59%,96.41%,11148,4815,68,100,9,55,
0500000US05045,"Faulkner County, Arkansas",124800,64133,51.39%,48.61%,47.6,8646,6.93%,4246,11070,2447,23710,5729,15384,9438,71210,24822,27956,16799,17831,22.40%,13.46%,14%,6790,116708,5.44%,94.56%,92573,14274,562,1461,61,418,
0500000US05047,"Franklin County, Arkansas",17785,8940,50.27%,49.73%,50.3,1707,9.60%,777,437,87,5156,1085,1058,316,10483,1374,5933,1522,1145,33.36%,8.56%,6%,491,16606,2.76%,97.24%,15201,78,199,162,10,30,
0500000US05049,"Fulton County, Arkansas",12301,6276,51.02%,48.98%,53.9,804,6.54%,388,285,7,3302,634,699,482,7580,1181,3690,919,706,30.00%,7.47%,6%,154,11921,1.25%,98.75%,11201,27,66,35,0,16,
0500000US05051,"Garland County, Arkansas",99043,51575,52.07%,47.93%,48.1,6898,6.96%,3091,2634,599,22428,6111,10938,5454,64264,16392,25519,8745,11537,25.77%,8.83%,12%,7047,93133,7.12%,92.88%,77239,8034,623,960,71,297,
0500000US05053,"Grant County, Arkansas",18229,9196,50.45%,49.55%,54.6,722,3.96%,706,479,29,5044,850,1809,791,11531,2600,5750,1329,1838,31.54%,7.29%,10%,440,17518,2.41%,97.59%,16166,447,70,76,1,15,
0500000US05055,"Greene County, Arkansas",45197,23070,51.04%,48.96%,54.8,3429,7.59%,1430,1389,374,13483,1809,3541,1701,27007,5242,14913,3198,3915,33.00%,7.08%,9%,1596,44140,3.53%,96.47%,40509,926,138,181,287,104,
0500000US05057,"Hempstead County, Arkansas",21695,11670,53.79%,46.21%,49.6,1312,6.05%,758,708,93,5532,1375,1461,842,12061,2303,6290,2083,1554,28.99%,9.60%,7%,2953,17112,13.61%,86.39%,10558,5644,81,88,5,44,
0500000US05059,"Hot Spring County, Arkansas",33667,16004,47.54%,52.46%,52.4,1425,4.23%,853,954,187,9279,1917,2417,1284,21109,3701,10132,2871,2604,30.09%,8.53%,8%,1265,31775,3.76%,96.24%,26221,3450,165,114,11,75,
0500000US05061,"Howard County, Arkansas",13267,6939,52.30%,47.70%,48.4,1034,7.79%,322,478,19,3508,780,900,309,7541,1209,3830,1258,919,28.87%,9.48%,7%,1517,11268,11.43%,88.57%,7982,2626,82,62,4,21,
0500000US05063,"Independence County, Arkansas",37585,19123,50.88%,49.12%,53.8,2174,5.78%,836,2008,113,9320,1954,3171,1494,21569,4665,10156,3962,3284,27.02%,10.54%,9%,3258,34680,8.67%,91.33%,31511,830,133,340,30,93,
0500000US05065,"Izard County, Arkansas",13596,6448,47.43%,52.57%,51.5,507,3.73%,347,353,43,3696,934,1035,469,8481,1504,4043,1287,1078,29.74%,9.47%,8%,326,13251,2.40%,97.60%,12175,256,73,27,9,33,
0500000US05067,"Jackson County, Arkansas",16908,8535,50.48%,49.52%,40.3,1067,6.31%,747,332,69,5266,898,885,538,10124,1423,6013,1230,954,35.56%,7.27%,6%,461,16294,2.73%,97.27%,12754,2764,43,63,4,50,
0500000US05069,"Jefferson County, Arkansas",68123,34475,50.61%,49.39%,40.6,5687,8.35%,2991,2905,385,18542,2752,5489,2818,40354,8307,21533,5657,5874,31.61%,8.30%,9%,1488,65772,2.18%,97.82%,25230,37712,212,664,93,164,
0500000US05071,"Johnson County, Arkansas",26475,13476,50.90%,49.10%,53.2,1657,6.26%,898,1083,235,7231,783,1837,1042,13928,2879,8129,1866,2072,30.70%,7.05%,8%,3439,22310,12.99%,87.01%,19400,454,202,918,27,56,
0500000US05073,"Lafayette County, Arkansas",6728,3354,49.85%,50.15%,47.1,738,10.97%,215,186,82,2064,279,528,154,3836,682,2279,465,610,33.87%,6.91%,9%,145,6163,2.16%,97.84%,3870,2043,29,32,5,6,
0500000US05075,"Lawrence County, Arkansas",16511,8266,50.06%,49.94%,54.2,809,4.90%,696,674,101,4217,680,1097,529,9436,1626,4913,1354,1198,29.76%,8.20%,7%,357,15859,2.16%,97.84%,14925,138,41,38,10,33,
0500000US05077,"Lee County, Arkansas",8963,3870,43.18%,56.82%,35.7,1082,12.07%,386,174,9,2966,398,457,111,5113,568,3352,572,466,37.40%,6.38%,5%,216,8384,2.41%,97.59%,3424,4657,18,13,1,15,
0500000US05079,"Lincoln County, Arkansas",13278,4811,36.23%,63.77%,43.8,638,4.80%,471,191,103,4754,517,579,270,7910,849,5225,708,682,39.35%,5.33%,5%,619,12322,4.66%,95.34%,8188,3650,27,23,9,17,
0500000US05081,"Little River County, Arkansas",12345,6459,52.32%,47.68%,52.2,407,3.30%,398,327,21,3804,625,875,376,7860,1251,4202,952,896,34.04%,7.71%,7%,409,11617,3.31%,96.69%,8593,2164,161,19,9,20,
0500000US05083,"Logan County, Arkansas",21619,10970,50.74%,49.26%,54.3,1295,5.99%,609,641,62,6706,1199,1267,609,13296,1876,7315,1840,1329,33.84%,8.51%,6%,640,20491,2.96%,97.04%,18586,225,228,328,8,35,
0500000US05085,"Lonoke County, Arkansas",73163,37218,50.87%,49.13%,53.7,3157,4.32%,2323,1901,633,18306,4929,6962,3075,43886,10037,20629,6830,7595,28.20%,9.34%,10%,3610,70405,4.93%,95.07%,60596,4349,314,716,49,173,
0500000US05087,"Madison County, Arkansas",16393,8064,49.19%,50.81%,56.7,1065,6.50%,682,292,15,5604,574,835,550,9672,1385,6286,866,850,38.35%,5.28%,5%,890,15631,5.43%,94.57%,14075,36,205,102,238,59,
0500000US05089,"Marion County, Arkansas",16586,8554,51.57%,48.43%,53.8,1416,8.54%,352,265,66,4384,1050,1364,679,10909,2043,4736,1315,1430,28.55%,7.93%,9%,379,16447,2.29%,97.71%,15414,20,127,56,0,14,
0500000US05091,"Miller County, Arkansas",43515,22126,50.85%,49.15%,45.7,3474,7.98%,1683,1078,329,10251,1915,3322,2002,25369,5324,11934,2993,3651,27.43%,6.88%,8%,1583,41017,3.64%,96.36%,27593,10922,246,205,4,139,
0500000US05093,"Mississippi County, Arkansas",41396,21158,51.11%,48.89%,45.4,3066,7.41%,1961,934,138,10455,2238,2706,1498,22128,4204,12416,3172,2844,29.99%,7.66%,7%,1771,38914,4.28%,95.72%,22861,14251,67,242,3,98,
0500000US05095,"Monroe County, Arkansas",6879,3583,52.09%,47.91%,39.5,937,13.62%,168,178,23,2115,269,462,160,3894,622,2283,447,485,33.19%,6.50%,7%,186,6613,2.70%,97.30%,3538,2751,30,28,7,32,
0500000US05097,"Montgomery County, Arkansas",8964,4488,50.07%,49.93%,62,504,5.62%,249,190,0,2276,505,645,369,5596,1014,2525,695,645,28.17%,7.75%,7%,415,8069,4.63%,95.37%,7499,13,92,47,5,14,
0500000US05099,"Nevada County, Arkansas",8249,4111,49.84%,50.16%,48.3,369,4.47%,328,157,3,2809,486,445,234,5116,679,3137,643,448,38.03%,7.79%,5%,354,7956,4.29%,95.71%,5145,2433,37,41,0,16,
0500000US05101,"Newton County, Arkansas",7753,3922,50.59%,49.41%,55.5,331,4.27%,253,289,14,2110,382,609,283,4833,892,2363,671,623,30.48%,8.65%,8%,82,7143,1.06%,98.94%,6658,6,66,24,1,19,
0500000US05103,"Ouachita County, Arkansas",23597,12444,52.74%,47.26%,45.3,2097,8.89%,706,787,108,6662,1231,1452,758,14160,2210,7368,2018,1560,31.22%,8.55%,7%,516,22134,2.19%,97.81%,12092,8856,49,123,3,47,
0500000US05105,"Perry County, Arkansas",10342,5037,48.70%,51.30%,54.3,797,7.71%,198,311,24,3071,445,956,356,6574,1312,3269,756,980,31.61%,7.31%,9%,286,9733,2.77%,97.23%,9069,107,43,12,0,25,
0500000US05107,"Phillips County, Arkansas",18151,9623,53.02%,46.98%,40.7,2622,14.45%,531,582,126,3726,1163,1263,587,9740,1850,4257,1745,1389,23.45%,9.61%,8%,264,16304,1.45%,98.55%,5541,10305,38,64,4,19,
0500000US05109,"Pike County, Arkansas",10714,5432,50.70%,49.30%,59.8,528,4.93%,385,384,49,2779,526,889,486,6387,1375,3164,910,938,29.53%,8.49%,9%,831,9340,7.76%,92.24%,8525,238,83,16,0,26,
0500000US05111,"Poinsett County, Arkansas",23747,12161,51.21%,48.79%,50.7,1620,6.82%,745,740,59,7256,720,1341,525,13068,1866,8001,1460,1400,33.69%,6.15%,6%,829,22136,3.49%,96.51%,19163,1773,91,56,1,50,
0500000US05113,"Polk County, Arkansas",19999,10252,51.26%,48.74%,53.5,1153,5.77%,659,453,48,5068,1093,1370,775,11943,2145,5727,1546,1418,28.64%,7.73%,7%,1278,17943,6.39%,93.61%,16092,39,335,100,9,54,
0500000US05115,"Pope County, Arkansas",63926,32379,50.65%,49.35%,47.7,3413,5.34%,2520,5002,581,13871,2700,6779,3299,34778,10078,16391,7702,7360,25.64%,12.05%,12%,6415,56966,10.04%,89.96%,50037,2060,456,664,23,177,
0500000US05117,"Prairie County, Arkansas",8138,4137,50.84%,49.16%,53.9,391,4.80%,215,174,117,2306,452,655,247,5079,902,2521,626,772,30.98%,7.69%,9%,145,8137,1.78%,98.22%,6924,922,19,20,3,11,
0500000US05119,"Pulaski County, Arkansas",393078,205618,52.31%,47.69%,43,29267,7.45%,11516,12184,5422,69598,20420,56485,37661,244406,94146,81114,32604,61907,20.64%,8.29%,16%,33153,365972,8.43%,91.57%,193993,142139,1169,9933,208,1458,
0500000US05121,"Randolph County, Arkansas",17934,8927,49.78%,50.22%,52.7,1149,6.41%,526,413,21,4466,1370,1096,617,10502,1713,4992,1783,1117,27.84%,9.94%,6%,384,18187,2.14%,97.86%,16553,140,84,73,595,26,
0500000US05123,"St. Francis County, Arkansas",25477,11216,44.02%,55.98%,37.8,2585,10.15%,503,903,21,6533,1592,1138,812,14604,1950,7036,2495,1159,27.62%,9.79%,5%,686,22404,2.69%,97.31%,9206,12501,65,122,0,35,
0500000US05125,"Saline County, Arkansas",120990,61832,51.11%,48.90%,54.8,4081,3.37%,3459,3312,488,26022,7765,15614,7610,76720,23224,29481,11077,16102,24.37%,9.16%,13%,8507,114909,7.03%,92.97%,96745,10351,522,1453,70,331,
0500000US05127,"Scott County, Arkansas",10269,4860,47.33%,52.67%,61.8,572,5.57%,313,177,14,2900,494,597,271,5707,868,3213,671,611,31.29%,6.53%,6%,748,9088,7.28%,92.72%,8031,31,183,275,5,31,
0500000US05129,"Searcy County, Arkansas",7898,3950,50.01%,49.99%,59.2,461,5.84%,295,213,24,2367,462,454,171,4614,625,2662,675,478,33.70%,8.55%,6%,140,7688,1.77%,98.23%,7092,5,65,20,5,15,
0500000US05131,"Sebastian County, Arkansas",127670,65220,51.09%,48.92%,49.8,8266,6.47%,4980,4741,572,25209,6362,12853,7015,71913,19868,30189,11103,13425,23.65%,8.70%,11%,19328,108471,15.14%,84.86%,82785,7891,2379,5700,91,299,
0500000US05133,"Sevier County, Arkansas",16947,8359,49.32%,50.68%,54.9,1019,6.01%,434,684,107,3871,756,907,517,8043,1424,4305,1440,1014,25.40%,8.50%,6%,5508,10331,32.50%,67.50%,8400,550,305,60,241,21,
0500000US05135,"Sharp County, Arkansas",17217,8769,50.93%,49.07%,53.1,987,5.73%,439,438,46,5041,830,874,437,10471,1311,5480,1268,920,31.83%,7.36%,5%,362,16909,2.10%,97.90%,15729,114,121,57,20,24,
0500000US05137,"Stone County, Arkansas",12582,6371,50.64%,49.36%,50,745,5.92%,277,329,28,3166,1049,871,303,7389,1174,3443,1378,899,27.36%,10.95%,7%,271,12088,2.15%,97.85%,11387,21,87,25,2,30,
0500000US05139,"Union County, Arkansas",39089,20264,51.84%,48.16%,47.3,3420,8.75%,1101,1180,328,9203,2361,3831,1797,22928,5628,10304,3541,4159,26.36%,9.06%,11%,1754,37300,4.49%,95.51%,22904,12670,108,273,16,116,
0500000US05141,"Van Buren County, Arkansas",16578,8396,50.65%,49.36%,54.4,930,5.61%,594,271,61,5055,895,1140,798,10380,1938,5649,1166,1201,34.08%,7.03%,7%,501,15295,3.02%,96.98%,14319,71,110,56,0,15,
0500000US05143,"Washington County, Arkansas",236198,117983,49.95%,50.05%,47.3,17288,7.32%,8788,19399,3580,38266,8622,27859,20047,123268,47906,47054,28021,31439,19.92%,11.86%,13%,44755,201116,18.95%,81.05%,160566,8330,2443,5631,8734,729,
0500000US05145,"White County, Arkansas",78725,40212,51.08%,48.92%,49.8,4533,5.76%,2589,5091,711,20699,4011,6262,4363,43929,10625,23288,9102,6973,29.58%,11.56%,9%,3499,73323,4.44%,95.56%,64363,3677,319,616,25,214,
0500000US05147,"Woodruff County, Arkansas",6477,3472,53.61%,46.40%,52.9,738,11.39%,171,211,31,1990,385,407,286,3791,693,2161,596,438,33.36%,9.20%,7%,96,6173,1.48%,98.52%,4235,1601,8,22,0,25,
0500000US05149,"Yell County, Arkansas",21425,10587,49.41%,50.59%,52.3,1426,6.66%,751,764,32,5764,726,1288,656,11415,1944,6515,1490,1320,30.41%,6.95%,6%,4204,16059,19.62%,80.38%,14710,226,111,202,11,29,
0500000US06001,"Alameda County, California",1661584,844443,50.82%,49.18%,48.6,76379,4.60%,39892,62546,23341,201032,75950,332539,243188,1050689,575727,240924,138496,355880,14.50%,8.34%,21%,393749,1288604,23.70%,76.30%,472277,159499,4131,540511,13209,10440,
0500000US06003,"Alpine County, California",1159,540,46.59%,53.41%,57,55,4.75%,4,15,6,251,49,173,163,834,336,255,64,179,22.00%,5.52%,15%,84,1120,7.25%,92.75%,801,10,214,12,0,7,
0500000US06005,"Amador County, California",39023,17944,45.98%,54.02%,50.8,1619,4.15%,742,985,0,9228,4138,3797,1776,28086,5573,9970,5123,3797,25.55%,13.13%,10%,6014,34460,15.41%,84.59%,29725,1215,577,554,73,249,
0500000US06007,"Butte County, California",223344,112953,50.57%,49.43%,42.1,19418,8.69%,9416,16510,3763,32993,15343,26874,14509,131093,41383,42409,31853,30637,18.99%,14.26%,14%,40112,171520,17.96%,82.04%,139651,3320,3050,10333,508,1184,
0500000US06009,"Calaveras County, California",45828,22919,50.01%,49.99%,53.8,2490,5.43%,706,1641,170,10270,4238,4774,2237,31726,7011,10976,5879,4944,23.95%,12.83%,11%,5865,39427,12.80%,87.20%,34668,334,497,706,75,268,
0500000US06011,"Colusa County, California",21491,10498,48.85%,51.15%,49.7,901,4.19%,647,997,23,3909,1350,1577,464,9993,2041,4556,2347,1600,21.20%,10.92%,7%,13476,8363,62.71%,37.29%,6941,182,280,252,70,92,
0500000US06013,"Contra Costa County, California",1147788,586593,51.11%,48.89%,51.8,45167,3.94%,28570,42451,12284,136954,67290,212718,131526,714303,344244,165524,109741,225002,14.42%,9.56%,20%,314900,851027,27.44%,72.56%,455421,97994,2553,214520,5720,8366,
0500000US06015,"Del Norte County, California",27692,12947,46.75%,53.25%,43.8,2199,7.94%,757,677,26,6265,1612,1870,1172,15758,3042,7022,2289,1896,25.36%,8.27%,7%,5321,22422,19.21%,80.79%,16262,841,2136,826,28,122,
0500000US06017,"El Dorado County, California",190345,95572,50.21%,49.79%,56.9,6942,3.65%,5315,5586,1087,29309,15984,32856,16163,130793,49019,34624,21570,33943,18.19%,11.33%,18%,26459,164726,13.90%,86.10%,140141,1436,1273,9024,276,1215,
0500000US06019,"Fresno County, California",990204,496148,50.11%,49.89%,44.5,87576,8.84%,30933,47143,6746,138139,55709,89315,45296,472113,134611,169072,102852,96061,17.07%,10.39%,10%,540743,467911,54.61%,45.39%,271889,44295,6074,109665,1233,5209,
0500000US06021,"Glenn County, California",28060,13692,48.80%,51.21%,54.8,1647,5.87%,890,1149,77,4970,1640,2054,556,13457,2610,5860,2789,2131,20.88%,9.94%,8%,12541,16376,44.69%,55.31%,13897,140,531,626,39,144,
0500000US06023,"Humboldt County, California",136101,68563,50.38%,49.62%,38.4,12657,9.30%,4498,10315,1130,21408,9946,19270,9500,84375,28770,25906,20261,20400,19.03%,14.89%,15%,18535,117928,13.62%,86.38%,93316,1729,7454,3495,436,1091,
0500000US06025,"Imperial County, California",180580,87971,48.72%,51.28%,42.2,15963,8.84%,4644,9966,673,28189,7158,12186,4807,77535,16993,32833,17124,12859,18.18%,9.48%,7%,153027,26675,84.74%,15.26%,16813,3846,1584,2244,82,519,
0500000US06027,"Inyo County, California",17930,8691,48.47%,51.53%,48.9,823,4.59%,626,328,44,4059,1140,2161,1305,11900,3466,4685,1468,2205,26.13%,8.19%,12%,4399,14617,24.53%,75.47%,11035,85,2189,273,13,87,
0500000US06029,"Kern County, California",892458,435215,48.77%,51.23%,46.1,75627,8.47%,36710,36008,4186,149716,42354,61882,31238,409715,93120,186426,78362,66068,20.89%,8.78%,7%,499158,410077,55.93%,44.07%,279600,46776,5197,44257,1127,4557,
0500000US06031,"Kings County, California",151090,67880,44.93%,55.07%,46.8,10012,6.63%,7521,5736,970,24561,7942,9431,4637,69196,14068,32082,13678,10401,21.23%,9.05%,7%,86607,65879,57.32%,42.68%,44361,8300,1690,5511,331,713,
0500000US06033,"Lake County, California",64276,32177,50.06%,49.94%,44.5,5290,8.23%,1393,2309,97,14004,5441,5159,2611,40079,7770,15397,7750,5256,23.95%,12.06%,8%,15442,52721,24.02%,75.98%,44202,1158,1737,940,89,386,
0500000US06035,"Lassen County, California",30600,10558,34.50%,65.50%,43.4,1102,3.60%,1346,927,60,7127,1830,2033,792,17976,2825,8473,2757,2093,27.69%,9.01%,7%,7531,25199,24.61%,75.39%,19534,2244,939,472,283,142,
0500000US06037,"Los Angeles County, California",10040682,5091117,50.71%,49.30%,42.9,596705,5.94%,268461,462999,117387,1406963,485887,1506714,810968,5513270,2317682,1675424,948886,1624101,16.69%,9.45%,16%,4804763,5209246,47.85%,52.15%,2563609,760689,18453,1474237,20522,58683,
0500000US06039,"Madera County, California",155925,80618,51.70%,48.30%,49,10628,6.82%,5187,6451,678,22864,7405,10572,4340,70513,14912,28051,13856,11250,17.99%,8.89%,7%,93178,63077,59.76%,40.24%,48399,4131,1738,3581,122,723,
0500000US06041,"Marin County, California",259441,132912,51.23%,48.77%,52.4,8331,3.21%,4882,6999,3127,19534,11784,65503,49101,178366,114604,24416,18783,68630,9.41%,7.24%,26%,49410,212911,19.04%,80.96%,173149,6120,555,16175,457,2040,
0500000US06043,"Mariposa County, California",17319,8389,48.44%,51.56%,51.3,1222,7.06%,393,419,11,3073,1510,2440,1219,12365,3659,3466,1929,2451,20.01%,11.14%,14%,2140,14991,12.36%,87.64%,12838,105,410,287,15,114,
0500000US06045,"Mendocino County, California",87110,44003,50.51%,49.49%,45.1,5207,5.98%,2393,2901,314,16306,5300,9143,5734,53753,14877,18699,8201,9457,21.47%,9.41%,11%,23933,67668,27.47%,72.53%,56205,607,3528,1730,110,592,
0500000US06047,"Merced County, California",273661,135433,49.49%,50.51%,45.2,22411,8.19%,8825,16141,2223,41355,12650,15580,7293,113189,22873,50180,28791,17803,18.34%,10.52%,7%,173857,107345,63.53%,36.47%,68729,8191,1164,19824,617,1242,
